day,leg,side,outcome,pnl
2025-12-01,CV2_S14,BUY,TIME,-6.81
2025-12-01,CV2_S07,SELL,TIME,-7.09
2025-12-01,CV2_S14,BUY,TP,16.02
2025-12-01,CV2_S14,BUY,TIME,-2.97
2025-12-01,CV2_S07,BUY,TIME,1.15
2025-12-01,CV2_S07,BUY,TIME,-1.24
2025-12-01,CV2_E2,BUY,TIME,0.56
2025-12-01,CV2_E3,BUY,TIME,-0.23
2025-12-01,CV2_E1,BUY,TIME,-0.4
2025-12-01,CV2_E2,BUY,TIME,-1.39
2025-12-02,CV2_E2,BUY,SL,-7.81
2025-12-02,CV2_S06,BUY,TP,11.44
2025-12-02,CV2_S05,BUY,TP,13.71
2025-12-02,CV2_E1,BUY,SL,-7.75
2025-12-02,CV2_E2,BUY,SL,-7.75
2025-12-02,CV2_E1,BUY,SL,-7.96
2025-12-02,CV2_E2,BUY,SL,-7.96
2025-12-02,CV2_E3,BUY,SL,-7.96
2025-12-02,CV2_E1,BUY,SL,-8.69
2025-12-02,CV2_E2,BUY,SL,-8.69
2025-12-02,CV2_S05,BUY,TP,15.27
2025-12-02,CV2_E2,BUY,SL,-8.87
2025-12-02,CV2_E1,BUY,TIME,7.68
2025-12-02,CV2_E2,BUY,TIME,8.41
2025-12-02,CV2_S05,BUY,TP,17.06
2025-12-02,CV2_S07,SELL,SL,-11.33
2025-12-02,CV2_S07,SELL,SL,-10.11
2025-12-02,CV2_S07,SELL,SL,-10.18
2025-12-02,CV2_S06,SELL,TP,11.49
2025-12-02,CV2_E1,BUY,SL,-13.72
2025-12-02,CV2_E2,BUY,SL,-13.72
2025-12-02,CV2_E3,BUY,SL,-13.72
2025-12-02,CV2_E1,BUY,SL,-14.14
2025-12-02,CV2_E2,BUY,SL,-14.14
2025-12-02,CV2_E3,BUY,SL,-14.14
2025-12-02,CV2_E1,BUY,SL,-14.73
2025-12-02,CV2_E2,BUY,SL,-14.73
2025-12-02,CV2_E3,BUY,SL,-14.73
2025-12-02,CV2_S06,BUY,SL,-10.55
2025-12-02,CV2_E1,BUY,SL,-15.42
2025-12-02,CV2_E2,BUY,SL,-15.42
2025-12-02,CV2_E3,BUY,SL,-15.42
2025-12-02,CV2_E1,BUY,TP,20.87
2025-12-02,CV2_E3,BUY,TP,20.87
2025-12-02,CV2_E1,BUY,TP,21.13
2025-12-02,CV2_S06,BUY,TIME,13.53
2025-12-02,CV2_S06,BUY,TP,19.27
2025-12-02,CV2_E3,BUY,TP,8.68
2025-12-02,CV2_S07,SELL,SL,-10.44
2025-12-02,CV2_S07,SELL,SL,-10.24
2025-12-03,CV2_E2,BUY,TIME,-1.83
2025-12-03,CV2_E1,BUY,TIME,-1.41
2025-12-03,CV2_E2,BUY,TIME,-1.78
2025-12-03,CV2_E3,BUY,TIME,-1.31
2025-12-03,CV2_E1,BUY,TIME,0.14
2025-12-03,CV2_E2,BUY,TIME,1.44
2025-12-03,CV2_E2,BUY,TIME,-0.34
2025-12-03,CV2_E1,BUY,TP,7.76
2025-12-03,CV2_E3,BUY,TP,7.76
2025-12-03,CV2_E3,BUY,TIME,0.74
2025-12-03,CV2_E1,BUY,TIME,6.61
2025-12-03,CV2_E2,BUY,TIME,7.34
2025-12-03,CV2_E1,BUY,TIME,-3.97
2025-12-03,CV2_E2,BUY,TIME,-5.26
2025-12-03,CV2_E3,BUY,TIME,-6.35
2025-12-03,CV2_E1,BUY,TIME,-3.89
2025-12-03,CV2_E2,BUY,TIME,-4.7
2025-12-03,CV2_E3,BUY,TP,10.41
2025-12-03,CV2_E3,BUY,TP,10.0
2025-12-03,CV2_E1,BUY,TP,11.02
2025-12-04,CV2_S07,SELL,SL,-9.63
2025-12-04,CV2_E1,BUY,TP,9.47
2025-12-04,CV2_E2,BUY,TP,9.47
2025-12-04,CV2_E3,BUY,TP,9.47
2025-12-04,CV2_S07,BUY,TP,8.24
2025-12-04,CV2_S07,BUY,SL,-8.29
2025-12-04,CV2_E1,BUY,SL,-6.72
2025-12-04,CV2_E3,BUY,SL,-6.72
2025-12-04,CV2_E1,BUY,TP,8.18
2025-12-04,CV2_E2,BUY,TP,8.18
2025-12-04,CV2_S07,BUY,TP,11.79
2025-12-04,CV2_S06,SELL,TP,14.16
2025-12-04,CV2_S07,SELL,TIME,1.91
2025-12-04,CV2_S06,SELL,TP,12.38
2025-12-04,CV2_S06,SELL,TP,11.05
2025-12-04,CV2_E1,BUY,SL,-5.35
2025-12-04,CV2_E1,BUY,TIME,6.3
2025-12-04,CV2_E2,BUY,TIME,6.84
2025-12-04,CV2_S14,BUY,TP,6.54
2025-12-04,CV2_S14,BUY,TP,6.85
2025-12-04,CV2_S14,BUY,TP,6.44
2025-12-04,CV2_S14,BUY,SL,-8.42
2025-12-05,CV2_E1,BUY,SL,-5.21
2025-12-05,CV2_E1,BUY,TIME,4.22
2025-12-05,CV2_E3,BUY,TIME,3.6
2025-12-05,CV2_E1,BUY,TP,7.16
2025-12-05,CV2_E2,BUY,TP,7.16
2025-12-05,CV2_E3,BUY,TP,4.78
2025-12-05,CV2_E2,BUY,TP,5.73
2025-12-05,CV2_E1,BUY,SL,-13.91
2025-12-05,CV2_E3,BUY,SL,-13.91
2025-12-05,CV2_E1,BUY,TIME,14.43
2025-12-05,CV2_E2,BUY,TIME,14.14
2025-12-05,CV2_E3,BUY,TIME,13.77
2025-12-05,CV2_E2,BUY,TIME,12.01
2025-12-05,CV2_E1,BUY,TIME,-5.24
2025-12-05,CV2_E2,BUY,TIME,-5.45
2025-12-05,CV2_E3,BUY,SL,-5.76
2025-12-05,CV2_E1,BUY,SL,-5.67
2025-12-05,CV2_E2,BUY,SL,-5.67
2025-12-08,CV2_E1,BUY,SL,-5.46
2025-12-08,CV2_E2,BUY,SL,-5.46
2025-12-08,CV2_E3,BUY,SL,-5.46
2025-12-08,CV2_E1,BUY,SL,-5.49
2025-12-08,CV2_E2,BUY,SL,-5.49
2025-12-08,CV2_E3,BUY,SL,-5.49
2025-12-08,CV2_E1,BUY,SL,-5.52
2025-12-08,CV2_E2,BUY,SL,-5.52
2025-12-08,CV2_E2,BUY,SL,-5.53
2025-12-08,CV2_E2,BUY,TP,7.13
2025-12-08,CV2_E3,BUY,TP,7.13
2025-12-08,CV2_S02,BUY,SL,-14.06
2025-12-08,CV2_S07,SELL,TP,6.99
2025-12-08,CV2_S07,SELL,TP,7.18
2025-12-08,CV2_E2,BUY,SL,-5.72
2025-12-08,CV2_E2,BUY,TP,7.65
2025-12-08,CV2_E2,BUY,TP,7.57
2025-12-08,CV2_E2,BUY,TP,7.29
2025-12-08,CV2_E3,BUY,TP,7.29
2025-12-08,CV2_S07,BUY,SL,-8.01
2025-12-08,CV2_E1,BUY,SL,-7.01
2025-12-08,CV2_E2,BUY,SL,-7.01
2025-12-08,CV2_E3,BUY,SL,-7.01
2025-12-08,CV2_E1,BUY,SL,-7.21
2025-12-08,CV2_E2,BUY,SL,-7.21
2025-12-08,CV2_E3,BUY,SL,-7.21
2025-12-08,CV2_E2,BUY,SL,-7.68
2025-12-08,CV2_S07,SELL,SL,-8.58
2025-12-08,CV2_E3,BUY,TP,12.07
2025-12-08,CV2_S02,BUY,SL,-20.12
2025-12-08,CV2_E1,BUY,SL,-12.51
2025-12-08,CV2_E2,BUY,SL,-12.51
2025-12-08,CV2_E1,BUY,TP,16.63
2025-12-08,CV2_E2,BUY,TP,16.63
2025-12-08,CV2_E2,BUY,TP,17.07
2025-12-08,CV2_E3,BUY,TP,17.07
2025-12-08,CV2_S07,BUY,SL,-13.71
2025-12-08,CV2_S07,SELL,TIME,-1.91
2025-12-08,CV2_S07,SELL,TIME,-1.94
2025-12-08,CV2_S07,SELL,TIME,-6.19
2025-12-08,CV2_E2,BUY,TP,7.44
2025-12-09,CV2_S07,BUY,TP,6.48
2025-12-09,CV2_S07,BUY,SL,-8.64
2025-12-09,CV2_E1,BUY,TP,6.03
2025-12-09,CV2_E2,BUY,TP,6.03
2025-12-09,CV2_E3,BUY,TP,6.03
2025-12-09,CV2_S14,BUY,TP,4.83
2025-12-09,CV2_E1,BUY,SL,-8.0
2025-12-09,CV2_E1,BUY,TP,11.42
2025-12-09,CV2_E2,BUY,TP,11.42
2025-12-09,CV2_S14,BUY,TP,9.13
2025-12-09,CV2_E2,BUY,TP,11.12
2025-12-09,CV2_S14,BUY,TP,8.89
2025-12-09,CV2_S14,BUY,TP,9.03
2025-12-09,CV2_S06,SELL,TP,13.53
2025-12-09,CV2_S06,SELL,TIME,0.9
2025-12-09,CV2_S06,SELL,TIME,-0.12
2025-12-09,CV2_E2,BUY,TIME,3.97
2025-12-09,CV2_E3,BUY,TIME,3.94
2025-12-09,CV2_E1,BUY,TP,10.13
2025-12-09,CV2_S07,BUY,TIME,2.78
2025-12-09,CV2_S06,SELL,TIME,3.6
2025-12-09,CV2_S06,SELL,SL,-5.04
2025-12-09,CV2_S06,SELL,SL,-4.56
2025-12-10,CV2_S07,SELL,TP,5.4
2025-12-10,CV2_E3,BUY,SL,-4.38
2025-12-10,CV2_S06,BUY,SL,-4.14
2025-12-10,CV2_S02,BUY,SL,-12.09
2025-12-10,CV2_E1,BUY,SL,-5.24
2025-12-10,CV2_E2,BUY,SL,-5.24
2025-12-10,CV2_S02,BUY,TIME,4.31
2025-12-10,CV2_E1,BUY,SL,-5.8
2025-12-10,CV2_S07,BUY,TP,5.92
2025-12-10,CV2_E1,BUY,SL,-4.56
2025-12-10,CV2_E2,BUY,SL,-4.56
2025-12-10,CV2_E3,BUY,SL,-4.56
2025-12-10,CV2_E1,BUY,TP,6.17
2025-12-10,CV2_E2,BUY,TP,6.17
2025-12-10,CV2_E3,BUY,TP,6.17
2025-12-10,CV2_E1,BUY,TP,27.76
2025-12-11,CV2_E1,BUY,TP,8.25
2025-12-11,CV2_E2,BUY,TP,8.25
2025-12-11,CV2_S02,BUY,TP,12.79
2025-12-11,CV2_S14,BUY,TP,6.64
2025-12-11,CV2_S07,BUY,TP,11.68
2025-12-11,CV2_S07,BUY,TP,13.88
2025-12-11,CV2_S07,SELL,TIME,2.65
2025-12-11,CV2_E1,BUY,TIME,6.59
2025-12-11,CV2_E2,BUY,TIME,6.84
2025-12-11,CV2_S14,BUY,TP,8.68
2025-12-11,CV2_E2,BUY,TIME,7.8
2025-12-11,CV2_S14,BUY,TP,10.18
2025-12-12,CV2_S07,BUY,TP,5.48
2025-12-12,CV2_S07,SELL,SL,-10.16
2025-12-12,CV2_E2,BUY,TP,9.88
2025-12-12,CV2_S05,BUY,TP,14.07
2025-12-12,CV2_E1,BUY,TP,10.13
2025-12-12,CV2_E2,BUY,TP,10.13
2025-12-12,CV2_E3,BUY,TP,10.13
2025-12-12,CV2_S05,BUY,TP,14.04
2025-12-12,CV2_S07,SELL,SL,-11.63
2025-12-12,CV2_E1,BUY,SL,-15.73
2025-12-12,CV2_E2,BUY,SL,-15.73
2025-12-12,CV2_S14,BUY,SL,-19.66
2025-12-12,CV2_E1,BUY,SL,-18.1
2025-12-12,CV2_E2,BUY,SL,-18.1
2025-12-12,CV2_E3,BUY,SL,-18.1
2025-12-12,CV2_S14,BUY,TP,18.1
2025-12-12,CV2_E1,BUY,SL,-20.03
2025-12-12,CV2_E2,BUY,SL,-20.03
2025-12-12,CV2_E3,BUY,SL,-20.03
2025-12-12,CV2_S14,BUY,SL,-25.05
2025-12-12,CV2_E2,BUY,SL,-22.36
2025-12-12,CV2_S14,BUY,SL,-27.94
2025-12-12,CV2_S14,BUY,SL,-31.28
2025-12-12,CV2_E1,BUY,SL,-26.2
2025-12-12,CV2_S02,BUY,TIME,21.81
2025-12-12,CV2_S14,BUY,TP,26.19
2025-12-12,CV2_E1,BUY,TIME,18.04
2025-12-12,CV2_E2,BUY,TIME,18.52
2025-12-12,CV2_E3,BUY,TIME,18.54
2025-12-12,CV2_S14,BUY,TP,27.89
2025-12-12,CV2_E3,BUY,TIME,20.67
2025-12-12,CV2_S14,BUY,TIME,26.31
2025-12-12,CV2_S07,BUY,SL,-26.7
2025-12-12,CV2_S14,BUY,TP,29.5
2025-12-12,CV2_S14,BUY,TP,29.99
2025-12-12,CV2_S06,BUY,TP,28.41
2025-12-12,CV2_S14,BUY,TP,28.31
2025-12-12,CV2_E1,BUY,TP,35.54
2025-12-12,CV2_E3,BUY,TP,35.54
2025-12-12,CV2_S14,BUY,TP,28.43
2025-12-12,CV2_S14,BUY,TP,28.18
2025-12-12,CV2_S07,SELL,SL,-29.46
2025-12-12,CV2_S07,SELL,TIME,-8.31
2025-12-12,CV2_S07,BUY,TP,11.53
2025-12-15,CV2_E1,BUY,TP,7.06
2025-12-15,CV2_E2,BUY,TP,7.06
2025-12-15,CV2_S14,BUY,TP,5.65
2025-12-15,CV2_E3,BUY,SL,-5.94
2025-12-15,CV2_E1,BUY,TIME,5.31
2025-12-15,CV2_E2,BUY,TIME,6.0
2025-12-15,CV2_E2,BUY,TP,7.44
2025-12-15,CV2_S14,BUY,TP,5.95
2025-12-15,CV2_E1,BUY,TP,7.38
2025-12-15,CV2_S14,BUY,TP,5.9
2025-12-15,CV2_E3,BUY,SL,-5.15
2025-12-15,CV2_E1,BUY,TP,7.04
2025-12-15,CV2_E2,BUY,TP,7.04
2025-12-15,CV2_S14,BUY,TP,5.63
2025-12-15,CV2_E1,BUY,TP,7.25
2025-12-15,CV2_E2,BUY,TP,7.25
2025-12-15,CV2_S14,BUY,SL,-7.25
2025-12-15,CV2_E1,BUY,SL,-10.05
2025-12-15,CV2_E2,BUY,SL,-10.05
2025-12-15,CV2_S14,BUY,SL,-12.56
2025-12-15,CV2_E1,BUY,SL,-10.45
2025-12-15,CV2_E3,BUY,SL,-10.45
2025-12-15,CV2_S14,BUY,SL,-13.06
2025-12-15,CV2_E1,BUY,SL,-10.47
2025-12-15,CV2_E3,BUY,SL,-10.47
2025-12-15,CV2_S14,BUY,TP,10.47
2025-12-15,CV2_E1,BUY,SL,-10.46
2025-12-15,CV2_E2,BUY,SL,-10.46
2025-12-15,CV2_E3,BUY,SL,-10.46
2025-12-15,CV2_S14,BUY,SL,-13.07
2025-12-15,CV2_S07,BUY,SL,-10.83
2025-12-15,CV2_S05,BUY,SL,-19.47
2025-12-15,CV2_S14,BUY,SL,-13.06
2025-12-15,CV2_E1,BUY,SL,-14.16
2025-12-15,CV2_E2,BUY,SL,-14.16
2025-12-15,CV2_E3,BUY,SL,-14.16
2025-12-15,CV2_S14,BUY,SL,-17.71
2025-12-15,CV2_S07,SELL,TP,12.37
2025-12-15,CV2_S14,BUY,SL,-19.45
2025-12-15,CV2_S02,BUY,SL,-28.54
2025-12-15,CV2_S05,BUY,SL,-28.54
2025-12-15,CV2_S07,SELL,TP,13.83
2025-12-15,CV2_E1,BUY,SL,-17.34
2025-12-15,CV2_E2,BUY,SL,-17.34
2025-12-15,CV2_E3,BUY,SL,-17.34
2025-12-15,CV2_S14,BUY,SL,-21.68
2025-12-15,CV2_E2,BUY,SL,-16.6
2025-12-15,CV2_S02,BUY,TIME,10.02
2025-12-15,CV2_S14,BUY,TIME,2.68
2025-12-15,CV2_S14,BUY,TP,16.36
2025-12-15,CV2_E1,BUY,TIME,7.21
2025-12-15,CV2_E2,BUY,TIME,6.95
2025-12-15,CV2_S02,BUY,TIME,18.58
2025-12-15,CV2_E1,BUY,TIME,13.65
2025-12-15,CV2_E2,BUY,TIME,14.84
2025-12-15,CV2_E3,BUY,TIME,16.25
2025-12-15,CV2_S07,BUY,TP,16.48
2025-12-15,CV2_S06,BUY,TIME,2.77
2025-12-15,CV2_S06,BUY,TIME,0.77
2025-12-15,CV2_S06,BUY,TIME,0.96
2025-12-15,CV2_E1,BUY,TIME,3.18
2025-12-15,CV2_E2,BUY,TIME,3.47
2025-12-15,CV2_E2,BUY,TIME,2.28
2025-12-15,CV2_E2,BUY,TIME,6.04
2025-12-16,CV2_E1,BUY,TIME,0.11
2025-12-16,CV2_E2,BUY,TIME,-0.33
2025-12-16,CV2_E3,BUY,TIME,-0.02
2025-12-16,CV2_S07,BUY,SL,-9.43
2025-12-16,CV2_S07,SELL,SL,-9.0
2025-12-16,CV2_E1,BUY,TP,8.62
2025-12-16,CV2_S07,BUY,TP,7.23
2025-12-16,CV2_S07,SELL,TP,10.53
2025-12-16,CV2_S07,SELL,TP,11.48
2025-12-16,CV2_S06,SELL,TP,15.25
2025-12-16,CV2_E1,BUY,TIME,-2.38
2025-12-16,CV2_E2,BUY,TIME,-3.48
2025-12-16,CV2_E3,BUY,TIME,-4.2
2025-12-16,CV2_S14,BUY,SL,-19.08
2025-12-16,CV2_E1,BUY,TIME,3.47
2025-12-16,CV2_E2,BUY,TIME,5.65
2025-12-16,CV2_E3,BUY,TIME,5.82
2025-12-16,CV2_S14,BUY,TP,13.84
2025-12-16,CV2_E1,BUY,TIME,13.96
2025-12-16,CV2_E2,BUY,TIME,11.8
2025-12-16,CV2_E3,BUY,TIME,11.71
2025-12-16,CV2_S14,BUY,TP,13.85
2025-12-16,CV2_S14,BUY,TP,13.19
2025-12-16,CV2_S14,BUY,TP,13.06
2025-12-16,CV2_S14,BUY,TP,12.96
2025-12-17,CV2_S05,BUY,SL,-18.45
2025-12-17,CV2_S05,BUY,TP,12.43
2025-12-17,CV2_E1,BUY,SL,-7.08
2025-12-17,CV2_E3,BUY,SL,-7.08
2025-12-17,CV2_S14,BUY,SL,-8.85
2025-12-17,CV2_E1,BUY,SL,-7.07
2025-12-17,CV2_S14,BUY,SL,-8.83
2025-12-17,CV2_S05,BUY,TP,12.75
2025-12-17,CV2_E1,BUY,SL,-7.03
2025-12-17,CV2_E3,BUY,SL,-7.03
2025-12-17,CV2_S05,BUY,TP,13.27
2025-12-17,CV2_S14,BUY,SL,-8.78
2025-12-17,CV2_S14,BUY,SL,-8.65
2025-12-17,CV2_S14,BUY,SL,-8.65
2025-12-17,CV2_S02,BUY,TP,16.71
2025-12-17,CV2_S14,BUY,SL,-8.75
2025-12-17,CV2_E1,BUY,TP,9.96
2025-12-17,CV2_E2,BUY,TP,9.96
2025-12-17,CV2_S14,BUY,TP,7.96
2025-12-17,CV2_S14,BUY,TP,7.98
2025-12-17,CV2_S07,BUY,SL,-10.47
2025-12-17,CV2_S07,BUY,SL,-9.71
2025-12-17,CV2_S06,BUY,SL,-6.5
2025-12-17,CV2_E1,BUY,SL,-5.97
2025-12-17,CV2_E2,BUY,SL,-5.97
2025-12-17,CV2_E3,BUY,SL,-5.97
2025-12-17,CV2_S14,BUY,TP,5.96
2025-12-17,CV2_E1,BUY,TP,8.12
2025-12-17,CV2_E2,BUY,TP,8.12
2025-12-17,CV2_S14,BUY,TP,6.5
2025-12-17,CV2_S06,SELL,TP,10.36
2025-12-17,CV2_S06,SELL,SL,-7.29
2025-12-17,CV2_S06,SELL,SL,-8.5
2025-12-17,CV2_S07,BUY,SL,-14.33
2025-12-17,CV2_S06,SELL,SL,-10.8
2025-12-17,CV2_E1,BUY,TP,22.09
2025-12-17,CV2_E3,BUY,TP,22.09
2025-12-17,CV2_S06,SELL,TIME,3.86
2025-12-17,CV2_S06,SELL,SL,-9.71
2025-12-17,CV2_S06,SELL,TP,9.65
2025-12-17,CV2_S06,SELL,TP,9.39
2025-12-17,CV2_S07,BUY,SL,-9.39
2025-12-17,CV2_S06,SELL,TP,9.04
2025-12-18,CV2_E1,BUY,SL,-5.55
2025-12-18,CV2_E2,BUY,SL,-5.55
2025-12-18,CV2_E3,BUY,SL,-5.55
2025-12-18,CV2_S14,BUY,SL,-6.94
2025-12-18,CV2_S07,BUY,SL,-6.31
2025-12-18,CV2_S06,BUY,SL,-4.54
2025-12-18,CV2_S06,BUY,SL,-4.48
2025-12-18,CV2_S06,BUY,SL,-4.55
2025-12-18,CV2_E2,BUY,TIME,3.4
2025-12-18,CV2_E2,BUY,TP,6.88
2025-12-18,CV2_S06,BUY,SL,-4.58
2025-12-18,CV2_S05,BUY,TP,9.15
2025-12-18,CV2_E2,BUY,SL,-3.56
2025-12-18,CV2_E3,BUY,SL,-3.56
2025-12-18,CV2_E2,BUY,SL,-3.64
2025-12-18,CV2_E3,BUY,SL,-3.64
2025-12-18,CV2_E1,BUY,SL,-4.17
2025-12-18,CV2_E2,BUY,SL,-4.17
2025-12-18,CV2_E2,BUY,TP,7.2
2025-12-18,CV2_E1,BUY,TP,17.24
2025-12-18,CV2_S06,BUY,SL,-9.48
2025-12-18,CV2_S07,BUY,SL,-14.22
2025-12-18,CV2_S02,BUY,TP,20.4
2025-12-18,CV2_S05,BUY,TP,16.32
2025-12-18,CV2_S07,BUY,TP,13.81
2025-12-18,CV2_S06,SELL,SL,-15.52
2025-12-18,CV2_E1,BUY,TP,23.21
2025-12-18,CV2_E3,BUY,TIME,-0.11
2025-12-18,CV2_S14,BUY,TIME,-4.04
2025-12-18,CV2_E1,BUY,TIME,2.43
2025-12-18,CV2_S14,BUY,TIME,-8.34
2025-12-18,CV2_S14,BUY,TIME,-4.09
2025-12-18,CV2_S14,BUY,TIME,-3.42
2025-12-18,CV2_S05,BUY,TIME,-13.65
2025-12-18,CV2_S14,BUY,SL,-21.48
2025-12-18,CV2_S14,BUY,SL,-22.16
2025-12-18,CV2_S07,SELL,TIME,-2.32
2025-12-18,CV2_S02,BUY,TIME,-14.09
2025-12-18,CV2_S02,BUY,TIME,-5.18
2025-12-18,CV2_E1,BUY,TP,12.22
2025-12-18,CV2_E2,BUY,TP,12.22
2025-12-18,CV2_S02,BUY,TIME,-12.4
2025-12-19,CV2_E1,BUY,TP,5.78
2025-12-19,CV2_E2,BUY,TP,5.78
2025-12-19,CV2_E3,BUY,TP,5.78
2025-12-19,CV2_E3,BUY,TP,12.04
2025-12-19,CV2_E1,BUY,TIME,-5.19
2025-12-19,CV2_E2,BUY,TIME,-3.89
2025-12-19,CV2_E3,BUY,TIME,-4.9
2025-12-19,CV2_E3,BUY,SL,-4.76
2025-12-19,CV2_E1,BUY,SL,-4.59
2025-12-19,CV2_E2,BUY,SL,-4.59
2025-12-19,CV2_E3,BUY,SL,-4.59
2025-12-19,CV2_E1,BUY,TP,6.22
2025-12-19,CV2_E3,BUY,TP,6.22
2025-12-19,CV2_E1,BUY,TP,6.48
2025-12-19,CV2_E1,BUY,TP,6.67
2025-12-19,CV2_E2,BUY,TP,6.67
2025-12-19,CV2_E3,BUY,TP,6.67
2025-12-22,CV2_S07,SELL,TIME,4.94
2025-12-22,CV2_S07,BUY,TIME,-4.0
2025-12-22,CV2_S07,SELL,TIME,1.09
2025-12-22,CV2_E1,BUY,TIME,2.62
2025-12-22,CV2_E2,BUY,TIME,2.39
2025-12-22,CV2_E2,BUY,TIME,0.03
2025-12-22,CV2_S07,SELL,SL,-6.72
2025-12-22,CV2_S07,SELL,SL,-8.23
2025-12-22,CV2_S07,SELL,SL,-11.21
2025-12-22,CV2_S07,SELL,TIME,2.34
2025-12-22,CV2_S07,BUY,TP,8.76
2025-12-22,CV2_S05,BUY,TP,13.55
2025-12-22,CV2_E1,BUY,TP,6.69
2025-12-22,CV2_E2,BUY,TP,6.69
